Year,Phrase,Frequency,Corpus,Parent
1893,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1894,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1895,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1896,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1897,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1898,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1899,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1900,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1901,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1902,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1903,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1904,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1905,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1906,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1907,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1908,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1909,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1910,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1911,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1912,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1913,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1914,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1915,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1916,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1917,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1918,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1919,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1920,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1921,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1922,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1923,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1924,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1925,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1926,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1927,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1928,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1929,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1930,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1931,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1932,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1933,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1934,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1935,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1936,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1937,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1938,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1939,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1940,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1941,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1942,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1943,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1944,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1945,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1946,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1947,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1948,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1949,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1950,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1951,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1952,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1953,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1954,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1955,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1956,dwight Eisenhower,1.5707883604942907e-10,en-US-2019,Dwight Eisenhower (All)
1957,dwight Eisenhower,1.4290373051562e-10,en-US-2019,Dwight Eisenhower (All)
1958,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1959,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1960,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1961,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1962,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1963,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1964,dwight Eisenhower,1.1709010150351418e-10,en-US-2019,Dwight Eisenhower (All)
1965,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1966,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1967,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1968,dwight Eisenhower,3.6064057296059104e-10,en-US-2019,Dwight Eisenhower (All)
1969,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1970,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1971,dwight Eisenhower,1.784906944468645e-10,en-US-2019,Dwight Eisenhower (All)
1972,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1973,dwight Eisenhower,1.7437908061967988e-10,en-US-2019,Dwight Eisenhower (All)
1974,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1975,dwight Eisenhower,1.73872805042663e-10,en-US-2019,Dwight Eisenhower (All)
1976,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1977,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1978,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1979,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1980,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1981,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1982,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1983,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1984,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1985,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1986,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1987,dwight Eisenhower,7.452335970548063e-11,en-US-2019,Dwight Eisenhower (All)
1988,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1989,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1990,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1991,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1992,dwight Eisenhower,6.66902852386464e-11,en-US-2019,Dwight Eisenhower (All)
1993,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1994,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1995,dwight Eisenhower,1.274465394329738e-10,en-US-2019,Dwight Eisenhower (All)
1996,dwight Eisenhower,6.61180971084363e-11,en-US-2019,Dwight Eisenhower (All)
1997,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1998,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
1999,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
2000,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
2001,dwight Eisenhower,6.122419238252519e-11,en-US-2019,Dwight Eisenhower (All)
2002,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
2003,dwight Eisenhower,5.754414653114104e-11,en-US-2019,Dwight Eisenhower (All)
2004,dwight Eisenhower,5.715043369103334e-11,en-US-2019,Dwight Eisenhower (All)
2005,dwight Eisenhower,0,en-US-2019,Dwight Eisenhower (All)
2006,dwight Eisenhower,2.515639918598822e-10,en-US-2019,Dwight Eisenhower (All)
2007,dwight Eisenhower,1.9139435869508503e-10,en-US-2019,Dwight Eisenhower (All)
2008,dwight Eisenhower,1.3083918670719896e-10,en-US-2019,Dwight Eisenhower (All)
2009,dwight Eisenhower,2.0076161566517925e-10,en-US-2019,Dwight Eisenhower (All)
2010,dwight Eisenhower,7.888117936616368e-11,en-US-2019,Dwight Eisenhower (All)
1850,John Kennedy,3.336454668101396e-8,en-US-2019,John Kennedy (All)
1851,John Kennedy,8.246628624419827e-8,en-US-2019,John Kennedy (All)
1852,John Kennedy,4.3399076332661934e-8,en-US-2019,John Kennedy (All)
1853,John Kennedy,4.960580923807356e-8,en-US-2019,John Kennedy (All)
1854,John Kennedy,8.253504546473778e-8,en-US-2019,John Kennedy (All)
1855,John Kennedy,5.3347275041915054e-8,en-US-2019,John Kennedy (All)
1856,John Kennedy,8.7034493390092393e-08,en-US-2019,John Kennedy (All)
1857,John Kennedy,5.190351970441043e-8,en-US-2019,John Kennedy (All)
1858,John Kennedy,6.682166997507011e-8,en-US-2019,John Kennedy (All)
1859,John Kennedy,5.268345049103118e-8,en-US-2019,John Kennedy (All)
1860,John Kennedy,1.0070382927551691e-7,en-US-2019,John Kennedy (All)
1861,John Kennedy,1.0423332241771277e-7,en-US-2019,John Kennedy (All)
1862,John Kennedy,6.247631745281979e-8,en-US-2019,John Kennedy (All)
1863,John Kennedy,1.4507951107134431e-7,en-US-2019,John Kennedy (All)
1864,John Kennedy,1.8644477961515804e-7,en-US-2019,John Kennedy (All)
1865,John Kennedy,9.795184752192654e-8,en-US-2019,John Kennedy (All)
1866,John Kennedy,6.149522135956431e-8,en-US-2019,John Kennedy (All)
1867,John Kennedy,8.457923428295544e-8,en-US-2019,John Kennedy (All)
1868,John Kennedy,9.081309571001839e-8,en-US-2019,John Kennedy (All)
1869,John Kennedy,1.0301727826345086e-7,en-US-2019,John Kennedy (All)
1870,John Kennedy,7.270085689015104e-8,en-US-2019,John Kennedy (All)
1871,John Kennedy,5.995606500164286e-8,en-US-2019,John Kennedy (All)
1872,John Kennedy,3.988559527101643e-8,en-US-2019,John Kennedy (All)
1873,John Kennedy,8.462643563689198e-8,en-US-2019,John Kennedy (All)
1874,John Kennedy,1.0885829482276677e-7,en-US-2019,John Kennedy (All)
1875,John Kennedy,1.1272464917055913e-7,en-US-2019,John Kennedy (All)
1876,John Kennedy,1.1377620268149258e-7,en-US-2019,John Kennedy (All)
1877,John Kennedy,1.806580485208542e-7,en-US-2019,John Kennedy (All)
1878,John Kennedy,1.8336415052999655e-7,en-US-2019,John Kennedy (All)
1879,John Kennedy,1.2867629095580924e-7,en-US-2019,John Kennedy (All)
1880,John Kennedy,1.3189202263674815e-7,en-US-2019,John Kennedy (All)
1881,John Kennedy,1.8945696922401112e-7,en-US-2019,John Kennedy (All)
1882,John Kennedy,1.618204805708956e-7,en-US-2019,John Kennedy (All)
1883,John Kennedy,1.2019282280562038e-7,en-US-2019,John Kennedy (All)
1884,John Kennedy,1.2299287277528492e-7,en-US-2019,John Kennedy (All)
1885,John Kennedy,6.974896393785457e-8,en-US-2019,John Kennedy (All)
1886,John Kennedy,1.2932845550039929e-7,en-US-2019,John Kennedy (All)
1887,John Kennedy,1.4795818970014807e-7,en-US-2019,John Kennedy (All)
1888,John Kennedy,1.0848592069123697e-7,en-US-2019,John Kennedy (All)
1889,John Kennedy,1.1985231651578943e-7,en-US-2019,John Kennedy (All)
1890,John Kennedy,1.314252244810632e-7,en-US-2019,John Kennedy (All)
1891,John Kennedy,1.3470318549479998e-7,en-US-2019,John Kennedy (All)
1892,John Kennedy,1.066006376504447e-7,en-US-2019,John Kennedy (All)
1893,John Kennedy,1.0112732695688464e-7,en-US-2019,John Kennedy (All)
1894,John Kennedy,1.223785091042373e-7,en-US-2019,John Kennedy (All)
1895,John Kennedy,1.3432470780117e-7,en-US-2019,John Kennedy (All)
1896,John Kennedy,1.1558997670135795e-7,en-US-2019,John Kennedy (All)
1897,John Kennedy,1.3042551927355817e-7,en-US-2019,John Kennedy (All)
1898,John Kennedy,1.0961698393430197e-7,en-US-2019,John Kennedy (All)
1899,John Kennedy,1.0062261424081953e-7,en-US-2019,John Kennedy (All)
1900,John Kennedy,8.623944580676834e-8,en-US-2019,John Kennedy (All)
1901,John Kennedy,1.2965506357431877e-7,en-US-2019,John Kennedy (All)
1902,John Kennedy,8.864734013513953e-8,en-US-2019,John Kennedy (All)
1903,John Kennedy,1.2401444848819665e-7,en-US-2019,John Kennedy (All)
1904,John Kennedy,9.973509662586366e-8,en-US-2019,John Kennedy (All)
1905,John Kennedy,1.169846939319541e-7,en-US-2019,John Kennedy (All)
1906,John Kennedy,1.2041920172123355e-7,en-US-2019,John Kennedy (All)
1907,John Kennedy,1.2220077394431428e-7,en-US-2019,John Kennedy (All)
1908,John Kennedy,9.10337192294719e-8,en-US-2019,John Kennedy (All)
1909,John Kennedy,8.688146380109174e-8,en-US-2019,John Kennedy (All)
1910,John Kennedy,7.979065230756532e-8,en-US-2019,John Kennedy (All)
1911,John Kennedy,8.289153896612333e-8,en-US-2019,John Kennedy (All)
1912,John Kennedy,7.188158690496493e-8,en-US-2019,John Kennedy (All)
1913,John Kennedy,7.888516506682208e-8,en-US-2019,John Kennedy (All)
1914,John Kennedy,7.958885817060946e-8,en-US-2019,John Kennedy (All)
1915,John Kennedy,6.57410836879535e-8,en-US-2019,John Kennedy (All)
1916,John Kennedy,7.016276271087918e-8,en-US-2019,John Kennedy (All)
1917,John Kennedy,6.153006637532599e-8,en-US-2019,John Kennedy (All)
1918,John Kennedy,6.216595238583977e-8,en-US-2019,John Kennedy (All)
1919,John Kennedy,6.380597028510238e-8,en-US-2019,John Kennedy (All)
1920,John Kennedy,4.510935980306385e-8,en-US-2019,John Kennedy (All)
1921,John Kennedy,4.166200184840818e-8,en-US-2019,John Kennedy (All)
1922,John Kennedy,7.599700779792329e-8,en-US-2019,John Kennedy (All)
1923,John Kennedy,4.322389912658764e-8,en-US-2019,John Kennedy (All)
1924,John Kennedy,4.6143593834813146e-8,en-US-2019,John Kennedy (All)
1925,John Kennedy,5.376495693099059e-8,en-US-2019,John Kennedy (All)
1926,John Kennedy,6.120160378486617e-8,en-US-2019,John Kennedy (All)
1927,John Kennedy,6.510141759008548e-8,en-US-2019,John Kennedy (All)
1928,John Kennedy,5.2513431825218504e-8,en-US-2019,John Kennedy (All)
1929,John Kennedy,5.04126234091018e-8,en-US-2019,John Kennedy (All)
1930,John Kennedy,5.0346230295872374e-8,en-US-2019,John Kennedy (All)
1931,John Kennedy,7.230120502299542e-8,en-US-2019,John Kennedy (All)
1932,John Kennedy,5.0203940560322735e-8,en-US-2019,John Kennedy (All)
1933,John Kennedy,7.143098912365531e-8,en-US-2019,John Kennedy (All)
1934,John Kennedy,5.499093447269843e-8,en-US-2019,John Kennedy (All)
1935,John Kennedy,6.754356718374765e-8,en-US-2019,John Kennedy (All)
1936,John Kennedy,4.3958891637885245e-8,en-US-2019,John Kennedy (All)
1937,John Kennedy,4.6039787093832274e-8,en-US-2019,John Kennedy (All)
1938,John Kennedy,5.311043338451782e-8,en-US-2019,John Kennedy (All)
1939,John Kennedy,5.961096150031153e-8,en-US-2019,John Kennedy (All)
1940,John Kennedy,4.426311761562829e-8,en-US-2019,John Kennedy (All)
1941,John Kennedy,4.767562344909493e-8,en-US-2019,John Kennedy (All)
1942,John Kennedy,7.454465844602964e-8,en-US-2019,John Kennedy (All)
1943,John Kennedy,9.296591940710641e-8,en-US-2019,John Kennedy (All)
1944,John Kennedy,6.097387483805505e-8,en-US-2019,John Kennedy (All)
1945,John Kennedy,5.5788706987414116e-8,en-US-2019,John Kennedy (All)
1946,John Kennedy,6.61999308704253e-8,en-US-2019,John Kennedy (All)
1947,John Kennedy,8.724802569304302e-8,en-US-2019,John Kennedy (All)
1948,John Kennedy,5.1817277579857546e-8,en-US-2019,John Kennedy (All)
1949,John Kennedy,5.991510221292629e-8,en-US-2019,John Kennedy (All)
1950,John Kennedy,4.8701817689789095e-8,en-US-2019,John Kennedy (All)
1951,John Kennedy,4.6114479346215376e-8,en-US-2019,John Kennedy (All)
1952,John Kennedy,5.682732862055673e-8,en-US-2019,John Kennedy (All)
1953,John Kennedy,6.132135865755117e-8,en-US-2019,John Kennedy (All)
1954,John Kennedy,6.28323491014271e-8,en-US-2019,John Kennedy (All)
1955,John Kennedy,7.567499693550417e-8,en-US-2019,John Kennedy (All)
1956,John Kennedy,9.236235598564235e-8,en-US-2019,John Kennedy (All)
1957,John Kennedy,9.988971072516506e-8,en-US-2019,John Kennedy (All)
1958,John Kennedy,1.5068069103563175e-7,en-US-2019,John Kennedy (All)
1959,John Kennedy,2.2174289426857285e-7,en-US-2019,John Kennedy (All)
1960,John Kennedy,4.2440819925104734e-7,en-US-2019,John Kennedy (All)
1961,John Kennedy,4.7534103941870853e-7,en-US-2019,John Kennedy (All)
1962,John Kennedy,3.0856480748298054e-7,en-US-2019,John Kennedy (All)
1963,John Kennedy,6.375854013640492e-7,en-US-2019,John Kennedy (All)
1964,John Kennedy,6.601540007977746e-7,en-US-2019,John Kennedy (All)
1965,John Kennedy,4.2387173948554846e-7,en-US-2019,John Kennedy (All)
1966,John Kennedy,3.898680915881414e-7,en-US-2019,John Kennedy (All)
1967,John Kennedy,4.484816429339844e-7,en-US-2019,John Kennedy (All)
1968,John Kennedy,5.663860065396875e-7,en-US-2019,John Kennedy (All)
1969,John Kennedy,5.479062110680388e-7,en-US-2019,John Kennedy (All)
1970,John Kennedy,4.2767564423229487e-7,en-US-2019,John Kennedy (All)
1971,John Kennedy,4.4051503778064216e-7,en-US-2019,John Kennedy (All)
1972,John Kennedy,5.452437221720174e-7,en-US-2019,John Kennedy (All)
1973,John Kennedy,4.873023158324941e-7,en-US-2019,John Kennedy (All)
1974,John Kennedy,4.3867962062904553e-7,en-US-2019,John Kennedy (All)
1975,John Kennedy,4.349428195382643e-7,en-US-2019,John Kennedy (All)
1976,John Kennedy,4.2000726807600586e-7,en-US-2019,John Kennedy (All)
1977,John Kennedy,3.895573854606482e-7,en-US-2019,John Kennedy (All)
1978,John Kennedy,5.527599000743066e-7,en-US-2019,John Kennedy (All)
1979,John Kennedy,4.2106856312784657e-7,en-US-2019,John Kennedy (All)
1980,John Kennedy,5.161008402865264e-7,en-US-2019,John Kennedy (All)
1981,John Kennedy,4.173014076513937e-7,en-US-2019,John Kennedy (All)
1982,John Kennedy,3.908407393282687e-7,en-US-2019,John Kennedy (All)
1983,John Kennedy,4.325257805248839e-7,en-US-2019,John Kennedy (All)
1984,John Kennedy,4.921146228298312e-7,en-US-2019,John Kennedy (All)
1985,John Kennedy,3.605379390592134e-7,en-US-2019,John Kennedy (All)
1986,John Kennedy,3.9747740743223403e-7,en-US-2019,John Kennedy (All)
1987,John Kennedy,3.8767052501498256e-7,en-US-2019,John Kennedy (All)
1988,John Kennedy,4.843644205720921e-7,en-US-2019,John Kennedy (All)
1989,John Kennedy,4.2782406239894044e-7,en-US-2019,John Kennedy (All)
1990,John Kennedy,3.719630115028849e-7,en-US-2019,John Kennedy (All)
1991,John Kennedy,3.9231790083249507e-7,en-US-2019,John Kennedy (All)
1992,John Kennedy,4.184148565400392e-7,en-US-2019,John Kennedy (All)
1993,John Kennedy,4.3326753029759857e-7,en-US-2019,John Kennedy (All)
1994,John Kennedy,4.0093084407999413e-7,en-US-2019,John Kennedy (All)
1995,John Kennedy,4.312153691898857e-7,en-US-2019,John Kennedy (All)
1996,John Kennedy,4.3221399437243235e-7,en-US-2019,John Kennedy (All)
1997,John Kennedy,4.160787057116977e-7,en-US-2019,John Kennedy (All)
1998,John Kennedy,4.7526899038530246e-7,en-US-2019,John Kennedy (All)
1999,John Kennedy,4.838456675315683e-7,en-US-2019,John Kennedy (All)
2000,John Kennedy,4.845676357945194e-7,en-US-2019,John Kennedy (All)
2001,John Kennedy,4.061612912664714e-7,en-US-2019,John Kennedy (All)
2002,John Kennedy,3.8909030308786896e-7,en-US-2019,John Kennedy (All)
2003,John Kennedy,3.854882493214973e-7,en-US-2019,John Kennedy (All)
2004,John Kennedy,4.078826520981238e-7,en-US-2019,John Kennedy (All)
2005,John Kennedy,3.9870857904134027e-7,en-US-2019,John Kennedy (All)
2006,John Kennedy,3.6734633113155724e-7,en-US-2019,John Kennedy (All)
2007,John Kennedy,4.04097278305926e-7,en-US-2019,John Kennedy (All)
2008,John Kennedy,4.5446992658071395e-7,en-US-2019,John Kennedy (All)
2009,John Kennedy,4.567326641335967e-7,en-US-2019,John Kennedy (All)
2010,John Kennedy,4.3416201833679224e-7,en-US-2019,John Kennedy (All)
1850,JOHN KENNEDY,2.0220938257153875e-9,en-US-2019,John Kennedy (All)
1851,JOHN KENNEDY,3.3659708353894757e-9,en-US-2019,John Kennedy (All)
1852,JOHN KENNEDY,8.188504985184863e-9,en-US-2019,John Kennedy (All)
1853,JOHN KENNEDY,8.267634576952787e-9,en-US-2019,John Kennedy (All)
1854,JOHN KENNEDY,1.4206852583242835e-8,en-US-2019,John Kennedy (All)
1855,JOHN KENNEDY,9.632146635851768e-9,en-US-2019,John Kennedy (All)
1856,JOHN KENNEDY,6.694961252051712e-10,en-US-2019,John Kennedy (All)
1857,JOHN KENNEDY,3.816435167891541e-9,en-US-2019,John Kennedy (All)
1858,JOHN KENNEDY,4.88939022602608e-9,en-US-2019,John Kennedy (All)
1859,JOHN KENNEDY,8.780574489719584e-9,en-US-2019,John Kennedy (All)
1860,JOHN KENNEDY,7.193130535654291e-9,en-US-2019,John Kennedy (All)
1861,JOHN KENNEDY,3.0656859273392456e-9,en-US-2019,John Kennedy (All)
1862,JOHN KENNEDY,7.208805996583578e-9,en-US-2019,John Kennedy (All)
1863,JOHN KENNEDY,2.056244952086672e-8,en-US-2019,John Kennedy (All)
1864,JOHN KENNEDY,1.8189734163343019e-9,en-US-2019,John Kennedy (All)
1865,JOHN KENNEDY,5.877110798024887e-9,en-US-2019,John Kennedy (All)
1866,JOHN KENNEDY,4.3925156845148194e-9,en-US-2019,John Kennedy (All)
1867,JOHN KENNEDY,7.04826952357962e-9,en-US-2019,John Kennedy (All)
1868,JOHN KENNEDY,4.640085204954403e-9,en-US-2019,John Kennedy (All)
1869,JOHN KENNEDY,4.2335868144505184e-9,en-US-2019,John Kennedy (All)
1870,JOHN KENNEDY,4.584738810819999e-9,en-US-2019,John Kennedy (All)
1871,JOHN KENNEDY,3.4457507958052247e-9,en-US-2019,John Kennedy (All)
1872,JOHN KENNEDY,2.7318900475137298e-9,en-US-2019,John Kennedy (All)
1873,JOHN KENNEDY,1.866759635760218e-9,en-US-2019,John Kennedy (All)
1874,JOHN KENNEDY,1.1962449919522555e-9,en-US-2019,John Kennedy (All)
1875,JOHN KENNEDY,3.736728704240022e-9,en-US-2019,John Kennedy (All)
1876,JOHN KENNEDY,1.535978633171453e-8,en-US-2019,John Kennedy (All)
1877,JOHN KENNEDY,6.494243809385125e-9,en-US-2019,John Kennedy (All)
1878,JOHN KENNEDY,1.4195933317751042e-8,en-US-2019,John Kennedy (All)
1879,JOHN KENNEDY,8.578419752325317e-9,en-US-2019,John Kennedy (All)
1880,JOHN KENNEDY,8.523634242862954e-9,en-US-2019,John Kennedy (All)
1881,JOHN KENNEDY,9.108507725841264e-9,en-US-2019,John Kennedy (All)
1882,JOHN KENNEDY,8.915728599845352e-9,en-US-2019,John Kennedy (All)
1883,JOHN KENNEDY,1.605314992048079e-8,en-US-2019,John Kennedy (All)
1884,JOHN KENNEDY,6.247256933988865e-9,en-US-2019,John Kennedy (All)
1885,JOHN KENNEDY,7.016168090956398e-9,en-US-2019,John Kennedy (All)
1886,JOHN KENNEDY,1.165459906360411e-8,en-US-2019,John Kennedy (All)
1887,JOHN KENNEDY,5.84526160807286e-9,en-US-2019,John Kennedy (All)
1888,JOHN KENNEDY,6.606514446616529e-9,en-US-2019,John Kennedy (All)
1889,JOHN KENNEDY,7.569620485980977e-9,en-US-2019,John Kennedy (All)
1890,JOHN KENNEDY,1.6112226219888726e-8,en-US-2019,John Kennedy (All)
1891,JOHN KENNEDY,6.5785275005225685e-9,en-US-2019,John Kennedy (All)
1892,JOHN KENNEDY,5.705386385557176e-9,en-US-2019,John Kennedy (All)
1893,JOHN KENNEDY,7.891438613683022e-9,en-US-2019,John Kennedy (All)
1894,JOHN KENNEDY,2.616167726898766e-9,en-US-2019,John Kennedy (All)
1895,JOHN KENNEDY,3.6634011379987896e-9,en-US-2019,John Kennedy (All)
1896,JOHN KENNEDY,5.727430973934133e-9,en-US-2019,John Kennedy (All)
1897,JOHN KENNEDY,4.175581658216743e-9,en-US-2019,John Kennedy (All)
1898,JOHN KENNEDY,1.1339688299472073e-8,en-US-2019,John Kennedy (All)
1899,JOHN KENNEDY,1.2922062531117717e-8,en-US-2019,John Kennedy (All)
1900,JOHN KENNEDY,1.4895904953959871e-8,en-US-2019,John Kennedy (All)
1901,JOHN KENNEDY,6.016926512586451e-9,en-US-2019,John Kennedy (All)
1902,JOHN KENNEDY,4.173978052079974e-9,en-US-2019,John Kennedy (All)
1903,JOHN KENNEDY,4.31695834635093e-9,en-US-2019,John Kennedy (All)
1904,JOHN KENNEDY,3.7922092133158e-9,en-US-2019,John Kennedy (All)
1905,JOHN KENNEDY,8.209452673213491e-9,en-US-2019,John Kennedy (All)
1906,JOHN KENNEDY,3.159687622655838e-9,en-US-2019,John Kennedy (All)
1907,JOHN KENNEDY,2.1616113343725374e-8,en-US-2019,John Kennedy (All)
1908,JOHN KENNEDY,3.1971176817080504e-9,en-US-2019,John Kennedy (All)
1909,JOHN KENNEDY,1.2956006933961817e-8,en-US-2019,John Kennedy (All)
1910,JOHN KENNEDY,3.242376367396105e-9,en-US-2019,John Kennedy (All)
1911,JOHN KENNEDY,5.624305021711962e-9,en-US-2019,John Kennedy (All)
1912,JOHN KENNEDY,2.667220222463129e-9,en-US-2019,John Kennedy (All)
1913,JOHN KENNEDY,3.342591758936919e-9,en-US-2019,John Kennedy (All)
1914,JOHN KENNEDY,4.21752899271155e-9,en-US-2019,John Kennedy (All)
1915,JOHN KENNEDY,2.2486887907291475e-9,en-US-2019,John Kennedy (All)
1916,JOHN KENNEDY,4.306017764577064e-9,en-US-2019,John Kennedy (All)
1917,JOHN KENNEDY,2.072591653856648e-9,en-US-2019,John Kennedy (All)
1918,JOHN KENNEDY,1.4291023919810186e-9,en-US-2019,John Kennedy (All)
1919,JOHN KENNEDY,2.0716224291561502e-9,en-US-2019,John Kennedy (All)
1920,JOHN KENNEDY,3.3071378968685394e-9,en-US-2019,John Kennedy (All)
1921,JOHN KENNEDY,1.3615032434799446e-9,en-US-2019,John Kennedy (All)
1922,JOHN KENNEDY,3.618904953484048e-9,en-US-2019,John Kennedy (All)
1923,JOHN KENNEDY,6.753734238529319e-10,en-US-2019,John Kennedy (All)
1924,JOHN KENNEDY,1.333629873201403e-9,en-US-2019,John Kennedy (All)
1925,JOHN KENNEDY,7.265534840428245e-10,en-US-2019,John Kennedy (All)
1926,JOHN KENNEDY,2.7590887352602067e-9,en-US-2019,John Kennedy (All)
1927,JOHN KENNEDY,2.6621398419024445e-9,en-US-2019,John Kennedy (All)
1928,JOHN KENNEDY,1.1173071357006847e-9,en-US-2019,John Kennedy (All)
